     25.66357644     -5.25321982       .26179939      -.00000936      -.00000028       .00004843      -.00000020
     25.66354389     -5.21217904       .25975408      -.00000937      -.00000028       .00004799      -.00000020
     25.66351134     -5.17113826       .25770877      -.00000937      -.00000028       .00004755      -.00000019
     25.66347879     -5.13009748       .25566346      -.00000937      -.00000028       .00004711      -.00000019
     25.66344623     -5.08905670       .25361816      -.00000938      -.00000028       .00004667      -.00000019
     25.66341368     -5.04801592       .25157285      -.00000938      -.00000028       .00004623      -.00000019
     25.66338113     -5.00697514       .24952754      -.00000939      -.00000028       .00004579      -.00000019
     25.66334858     -4.96593436       .24748223      -.00000939      -.00000028       .00004535      -.00000019
     25.66331603     -4.92489358       .24543693      -.00000939      -.00000028       .00004491      -.00000019
     25.66328347     -4.88385280       .24339162      -.00000940      -.00000029       .00004447      -.00000019
     25.66325092     -4.84281202       .24134631      -.00000940      -.00000029       .00004403      -.00000019
     25.66321837     -4.80177124       .23930100      -.00000941      -.00000029       .00004359      -.00000019
     25.66318582     -4.76073046       .23725570      -.00000941      -.00000029       .00004315      -.00000019
     25.66315327     -4.71968968       .23521039      -.00000942      -.00000029       .00004272      -.00000019
     25.66312071     -4.67864890       .23316508      -.00000942      -.00000029       .00004228      -.00000019
     25.66308816     -4.63760812       .23111977      -.00000943      -.00000029       .00004184      -.00000019
     25.66305561     -4.59656734       .22907446      -.00000943      -.00000029       .00004140      -.00000019
     25.66302306     -4.55552656       .22702916      -.00000944      -.00000029       .00004096      -.00000019
     25.66299051     -4.51448578       .22498385      -.00000944      -.00000029       .00004052      -.00000019
     25.66295795     -4.47344500       .22293854      -.00000945      -.00000029       .00004009      -.00000019
     25.66292540     -4.43240422       .22089323      -.00000945      -.00000029       .00003965      -.00000019
     25.66289285     -4.39136344       .21884793      -.00000946      -.00000029       .00003921      -.00000019
     25.66286030     -4.35032266       .21680262      -.00000946      -.00000029       .00003877      -.00000019
     25.66282775     -4.30928188       .21475731      -.00000947      -.00000029       .00003833      -.00000019
     25.66279519     -4.26824110       .21271200      -.00000948      -.00000029       .00003790      -.00000019
     25.66276264     -4.22720032       .21066669      -.00000948      -.00000029       .00003746      -.00000019
     25.66273009     -4.18615954       .20862139      -.00000949      -.00000029       .00003702      -.00000018
     25.66269754     -4.14511876       .20657608      -.00000949      -.00000029       .00003658      -.00000018
